Company Name,Company Address,Company Website,HR Email,Company Careers Page,Company Products/Services Page,Instagram,Facebook,X,Best Email,Better Email,Excluded Email,Sales BEST,Sales BETTER,Sales EXCLUDE
Petco,"850 S Hope St, Los Angeles, CA 90017, USA",https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-5125.html,,,https://stores.petco.com/ca/losangeles/aquatics-department-losangeles-ca-2134...; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-5125.html...; https://stores.petco.com/ca/losangeles/full-service-grooming-losangeles-ca-21...; https://stores.petco.com/ca/losangeles/vaccinations-losangeles-ca-2134.html; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-5125.html...; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-5125.html; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-5125.html...; https://stores.petco.com/ca/losangeles/dog-training-losangeles-ca-5125.html; https://stores.petco.com/ca/losangeles/dog-training-losangeles-ca-2134.html; https://stores.petco.com/ca/losangeles; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-2134.html; https://stores.petco.com/ca/losangeles/vaccinations-losangeles-ca-5125.html; https://stores.petco.com/us; https://stores.petco.com/ca; https://stores.petco.com/,https://instagram.com/petco,https://www.facebook.com/PETCO,https://x.com/PETCO,,,,,,
Petco,"5507 Hollywood Blvd STE A, Los Angeles, CA 90028, USA",https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-2134.html,,,https://stores.petco.com/ca/losangeles/aquatics-department-losangeles-ca-2134...; https://stores.petco.com/ca/losangeles/full-service-grooming-losangeles-ca-21...; https://stores.petco.com/ca/losangeles/vaccinations-losangeles-ca-2134.html; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-2134.html...; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-2134.html...; https://stores.petco.com/ca/losangeles/dog-training-losangeles-ca-2134.html; https://stores.petco.com/ca/losangeles; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-2134.html; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-2134.html...; https://stores.petco.com/ca; https://stores.petco.com/us; https://stores.petco.com/ca/losangeles/dog-training-losangeles-ca-908.html; https://stores.petco.com/ca/losangeles/full-service-grooming-losangeles-ca-90...; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-908.html; https://stores.petco.com/,https://instagram.com/petco,https://www.facebook.com/PETCO,https://x.com/PETCO,,,,,,
West Restaurant & Lounge,"170 N Church Ln, Los Angeles, CA 90049, USA",http://www.westrestaurantla.com/,westhosts@hotelangeleno.com,,https://www.westrestaurantla.com/copy-of-menu; https://www.westrestaurantla.com/menu; https://www.westrestaurantla.com/about,https://www.instagram.com/westrestaurantla/,https://www.facebook.com/profile.php?id=61561342087664,https://twitter.com/intent/tweet?url=https://www.westrestaurantla.com/event-details/taste-of-summer-2025-08-28-17-00&text=Check%20out%20this%20event.%20Hope%20to%20see%20you%20there!,,,,sales@hotelangeleno.com; sales@hotelangeleno.com,westhosts@hotelangeleno.com; westhost@hotelangeleno.com; westhosts@hotelangeleno.com,
Mercado La Paloma,"3655 S Grand Ave # 280, Los Angeles, CA 90007, USA",http://www.mercadolapaloma.com/,moises@mercadolapaloma.com,,http://www.mercadolapaloma.com/taqueria-vista-hermosa; http://www.mercadolapaloma.com/holbox,https://www.instagram.com/mercadolapaloma/,https://www.facebook.com/mercadolapalomaLA,,,,,,moises@mercadolapaloma.com; gsawamura@taberu-la.com; daniel@mercadolapaloma.com; moises@esperanzacommunityhousing.org,komalmolino@gmail.com; donaji.oaxacancrafts@gmail.com
IZAKAYA Taberu Japanese Restaurant,"806 E 3rd St #140, Los Angeles, CA 90013, USA",http://taberu-la.com/,guisadostacos@gmail.com,,,https://www.instagram.com/taberu_la/?hl=en,https://www.facebook.com/profile.php?id=100083563622421,,,,,,gsawamura@taberu-la.com,guisadostacos@gmail.com
Mirate,"1712 N Vermont Ave, Los Angeles, CA 90027, USA",https://www.mirate.la/,guisadostacos@gmail.com,https://www.mirate.la/careers,https://www.mirate.la/comida; https://www.mirate.la/careers,http://instagram.com/mirate.losangeles,,,,,,,hola@mirate.la; press@mirate.la,guisadostacos@gmail.com
Guisados,"541 S Spring St UNIT 101, Los Angeles, CA 90013, USA",https://www.guisados.la/,guisadostacos@gmail.com,https://www.guisados.la/jobapp,https://www.guisados.la/catering; https://www.guisados.la/menu,http://instagram.com/guisados,,,,,,,,guisadostacos@gmail.com; guisadostacos@gmail.com
BADMAASH Downtown LA,"108 W 2nd St APT 104, Los Angeles, CA 90012, USA",http://www.badmaashla.com/,info@badmaashla.com,,http://www.badmaashla.com/products/butterchickensauce; http://www.badmaashla.com/products/butterchickensauce...; http://www.badmaashla.com/products/badmaash-10-year-anniversary-t-shirt; http://www.badmaashla.com/products/butterchickensauce#MainContent,https://www.instagram.com/badmaashla/,,,,,,,info@badmaashla.com; info@badmaashla.com,
SUGARFISH by sushi nozawa,"600 W 7th St #150, Los Angeles, CA 90017, USA",https://sugarfishsushi.com/locations/dtla/,downtown@sugarfishsushi.com,,,https://www.instagram.com/sugarfishbynozawa/,https://www.facebook.com/sugarfishsushi/,https://twitter.com/sugarfish,,,,,downtown@sugarfishsushi.com,eat@sugarfishsushi.com
Noe Restaurant & Bar,"251 S Olive St, Los Angeles, CA 90012, USA",https://www.omnihotels.com/hotels/los-angeles-california-plaza/dining/noe-restaurant,,,https://www.omnihotels.com/hotels/los-angeles-california-plaza/dining/noe-res...; https://bookings.omnihotels.com/logout; https://www.omnihotels.com/hotels/los-angeles-california-plaza/dining/noe-res...; https://www.omnihotels.com/hotels/los-angeles-california-plaza/things-to-do; https://www.omnihotels.com/; https://www.omnihotels.com/hotels/los-angeles-california-plaza/property-details; https://www.omnihotels.com/hotels/los-angeles-california-plaza,https://www.instagram.com/omnihotels/,https://www.facebook.com/omnihotels/,,,,,,,
Shake Shack Downtown Los Angeles,"400 W 8th St, Los Angeles, CA 90014, USA",https://www.shakeshack.com/location/downtown-los-angeles-ca?utm_source=google&utm_medium=listing,,,,,,,,,,,,
Wendy's,"7135 W Sunset Blvd, Los Angeles, CA 90046, USA",https://locations.wendys.com/united-states/ca/los-angeles/7135-sunset-blvd?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,info@dinosfamouschicken.com,,"https://locations.wendys.com/united-states/ca/los-angeles/7135-sunset-blvd...; https://locations.wendys.com/united-states/ca/valley-village/12500-magnolia-blvd; https://locations.wendys.com/united-states/ca/los-angeles/800-s-figueroa-st,-...; https://locations.wendys.com/united-states/ca/culver-city/9036-venice-blvd; https://locations.wendys.com/united-states/ca/los-angeles/7135-sunset-blvd...; https://locations.wendys.com/united-states/ca/los-angeles/7135-sunset-blvd...; https://locations.wendys.com/united-states/ca/los-angeles/1305-n-vermont-ave",https://www.instagram.com/wendys/#,https://www.facebook.com/wendys/,https://twitter.com/Wendys,,,,,info@dinosfamouschicken.com,
In-N-Out Burger,"7009 W Sunset Blvd, Hollywood, CA 90028, USA",https://locations.in-n-out.com/102,info@dinosfamouschicken.com,,,https://www.instagram.com/innout,https://www.facebook.com/innout,,,,,,info@dinosfamouschicken.com,
Dino's Famous Chicken,"2575 W Pico Blvd, Los Angeles, CA 90006, USA",https://www.dinosfamouschicken.com/,lauren@goodtalkpr.com,,https://www.dinosfamouschicken.com/menu; https://www.dinosfamouschicken.com/about-1; https://www.dinosfamouschicken.com/about/#press; https://www.dinosfamouschicken.com/about,https://www.instagram.com/dinosfamouschicken/,https://www.facebook.com/dinosfamouschicken/,,,,,,lauren@goodtalkpr.com; info@dinosfamouschicken.com,
Farmer Boys,"726 S Alameda St, Los Angeles, CA 90021, USA",https://www.farmerboys.com/locations/los-angeles-alameda-st,,https://www.farmerboys.com/careers/,https://www.farmerboys.com/about-us/; https://www.farmerboys.com/; https://www.farmerboys.com/vif/; https://www.farmerboys.com/locations/los-angeles-alameda-st#drivethru; https://www.farmerboys.com/locations/los-angeles-alameda-st; https://www.farmerboys.com/menu/; https://www.farmerboys.com/locations/los-angeles-alameda-st#onlineorder; https://www.farmerboys.com/locations/los-angeles-alameda-st#mobilepay; https://www.farmerboys.com/locations/los-angeles-alameda-st#post-secondary-nav; https://www.farmerboys.com/locations/; https://www.farmerboys.com/locations/los-angeles-alameda-st#content; https://www.farmerboys.com/locations/los-angeles-alameda-st#vif; https://www.farmerboys.com/franchising/; https://www.farmerboys.com/careers/; https://www.farmerboys.com/order/,https://www.instagram.com/farmerboysfood,https://www.facebook.com/FarmerBoysFood/,https://twitter.com/FarmerBoys,,,,,,
Shake Shack 6201 Hollywood - Hollywood & Gower,"6201 Hollywood Blvd Suite 104, Los Angeles, CA 90028, USA",https://www.shakeshack.com/location/6201-hollywood-cross-st-of-hollywood-and-gower-ca?utm_source=google&utm_medium=listing,,,,,,,,,,,,
Chick-fil-A,"660 S Figueroa St # 2300, Los Angeles, CA 90017, USA",https://www.chick-fil-a.com/,,,https://www.chick-fil-a.com/menu; https://www.chick-fil-a.com/menu/salads; https://www.chick-fil-a.com/menu/treats; https://www.chick-fil-a.com/menu/beverages; https://www.chick-fil-a.com/menu/family-style-meals; https://www.chick-fil-a.com/menu/entrees; https://www.chick-fil-a.com/; https://www.chick-fil-a.com/menu/sides; https://www.chick-fil-a.com/#navitem-menu; https://www.chick-fil-a.com/menu/kidsmeals; https://www.chick-fil-a.com/menu/dipping-sauces-and-dressings; https://www.chick-fil-a.com/menu/breakfast,https://www.instagram.com/chickfila/,https://www.facebook.com/ChickfilA/,,,,,,,
Hollywood Burger,"6250 Hollywood Blvd, Los Angeles, CA 90028, USA",http://www.hollywood-burger.com/,,,,https://www.instagram.com/innout,https://www.facebook.com/innout,,,,,,,
In-N-Out Burger,"9149 S Sepulveda Blvd, Los Angeles, CA 90045, USA",https://locations.in-n-out.com/117,,,,https://www.instagram.com/innout,https://www.facebook.com/innout,,,,,,,
Chick-fil-A,"1011 N Western Ave, Los Angeles, CA 90029, USA",https://www.chick-fil-a.com/locations/ca/western-sierra-vista?utm_source=yext&utm_medium=link,,,,,,,,,,,,
Shake Shack West Hollywood - Santa Monica & La Cienega,"8520 Santa Monica Blvd, Los Angeles, CA 90069, USA",https://www.shakeshack.com/location/west-hollywood-cross-santa-monica-and-la-cienega-ca?utm_source=google&utm_medium=listing,,,,,,,,,,,,
In-N-Out Burger,"922 Gayley Ave, Los Angeles, CA 90024, USA",https://locations.in-n-out.com/119,,,,https://www.instagram.com/innout,https://www.facebook.com/innout,,,,,,,
Chick-fil-A,"6750 W Sunset Blvd, Los Angeles, CA 90028, USA",https://www.chick-fil-a.com/locations/ca/hollywood-drive-thru-only?utm_source=yext&utm_medium=link,,,https://www.chick-fil-a.com/locations/ca/hollywood-drive-thru-only...; https://www.chick-fil-a.com/menu; https://www.chick-fil-a.com/menu/salads; https://www.chick-fil-a.com/menu/treats; https://www.chick-fil-a.com/menu/beverages; https://www.chick-fil-a.com/menu/family-style-meals; https://www.chick-fil-a.com/menu/entrees; https://www.chick-fil-a.com/; https://www.chick-fil-a.com/locations/ca/hollywood-drive-thru-only...; https://www.chick-fil-a.com/menu/sides; https://www.chick-fil-a.com/menu/kidsmeals; https://www.chick-fil-a.com/menu/dipping-sauces-and-dressings; https://www.chick-fil-a.com/menu/breakfast,https://www.instagram.com/thehollywoodcfa,https://www.facebook.com/thehollywoodcfa,,,,,,,
McDonald's,"2810 S Figueroa St, Los Angeles, CA 90007, USA",https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/2810-SOUTH-FIGUEROA-ST/3358.html?cid=RF:YXT:GMB::Clicks,recruiting.supportteam@us.mcd.com,https://careers.mcdonalds.com/,https://www.mcdonalds.com/us/en-us/terms-and-conditions.html; https://www.mcdonalds.com/us/en-us/location/ca/los-angeles/2810-south-figuero...; https://www.mcdonalds.com/us/en-us/full-menu/mcnuggets.html; https://www.mcdonalds.com/us/en-us/full-menu/burgers.html; https://www.mcdonalds.com/us/en-us/full-menu/mccrispy-strips.html; https://www.mcdonalds.com/us/en-us/full-menu/mcvalue-menu.html; https://www.mcdonalds.com/us/en-us/mcdonalds-email-signup.html; https://www.mcdonalds.com/us/en-us/full-menu/chicken-and-fish-sandwiches.html; https://www.mcdonalds.com/us/en-us/full-menu.html; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/2810-SOUTH-FIGUERO...; https://www.mcdonalds.com/us/en-us/full-menu/breakfast.html; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/2810-SOUTH-FIGUERO...; https://www.mcdonalds.com/us/en-us.html,https://www.instagram.com/mcdonalds/,https://www.facebook.com/McDonalds/,https://www.x.com/McDonalds,,,,,contact.privacy@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com; accessibility@us.mcd.com; recruiting.supportteam@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com,dmca@us.mcd.com
Carney's Restaurant,"8351 W Sunset Blvd, Los Angeles, CA 90069, USA",http://carneytrain.com/,,,,https://www.instagram.com/jollibeeus/,https://www.facebook.com/JollibeeUS/,https://twitter.com/jollibeeusa,,,,,,
El Huero Drive Thru,"3000 S Figueroa St, Los Angeles, CA 90007, USA",http://www.elhuero.com/,,,,https://www.instagram.com/jollibeeus/,https://www.facebook.com/JollibeeUS/,https://twitter.com/jollibeeusa,,,,,,
Jollibee,"3821 Beverly Blvd, Los Angeles, CA 90004, USA",https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=3008,,,https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd/chic...; https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd...; https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd/deli...; https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd/fili...; https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd/fami...; https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd...; https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd/fast...; https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd/takeout; https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd/burgers; https://locations.jollibeefoods.com/usa/ca/los-angeles/3821-beverly-blvd/frie...,https://www.instagram.com/jollibeeus/,https://www.facebook.com/JollibeeUS/,https://twitter.com/jollibeeusa,,,,,,
McDonald's,"690 Alameda St, Los Angeles, CA 90021, USA",https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/690-ALAMEDA-ST/18368.html?cid=RF:YXT:GMB::Clicks,recruiting.supportteam@us.mcd.com,https://careers.mcdonalds.com/,https://www.mcdonalds.com/us/en-us/terms-and-conditions.html; https://www.mcdonalds.com/us/en-us/full-menu/mcnuggets.html; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/690-ALAMEDA-ST/183...; https://www.mcdonalds.com/us/en-us/full-menu/burgers.html; https://www.mcdonalds.com/us/en-us/full-menu/mccrispy-strips.html; https://www.mcdonalds.com/us/en-us/full-menu/mcvalue-menu.html; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/690-ALAMEDA-ST/183...; https://www.mcdonalds.com/us/en-us/mcdonalds-email-signup.html; https://www.mcdonalds.com/us/en-us/location/ca/los-angeles/690-alameda-st/183...; https://www.mcdonalds.com/us/en-us/full-menu.html; https://www.mcdonalds.com/us/en-us/full-menu/chicken-and-fish-sandwiches.html; https://www.mcdonalds.com/us/en-us/full-menu/breakfast.html; https://www.mcdonalds.com/us/en-us.html,https://www.instagram.com/mcdonalds/,https://www.facebook.com/McDonalds/,https://www.x.com/McDonalds,,,,,contact.privacy@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com; accessibility@us.mcd.com; recruiting.supportteam@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com,dmca@us.mcd.com
Dave's Hot Chicken,"131 S Central Ave, Los Angeles, CA 90012, USA",https://daveshotchicken.com/location/los-angeles-ca-e-2nd-st-little-tokyo/,,,https://daveshotchicken.com/menu/,https://www.instagram.com/daveshotchicken/,https://www.facebook.com/ToLiveandFryInLA,https://wwws-usa2.givex.com/merchant_balcheck/500000137_en/,,,,,,
Wendy's,"1305 N Vermont Ave, Los Angeles, CA 90027, USA",https://locations.wendys.com/united-states/ca/los-angeles/1305-n-vermont-ave?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,,,"https://locations.wendys.com/united-states/ca/burbank/1575-n-victory-place; https://locations.wendys.com/united-states/ca/los-angeles/800-s-figueroa-st,-...; https://locations.wendys.com/united-states/ca/culver-city/9036-venice-blvd; https://locations.wendys.com/united-states/ca/los-angeles/1305-n-vermont-ave...; https://locations.wendys.com/united-states/ca/los-angeles/1305-n-vermont-ave...; https://locations.wendys.com/united-states/ca/los-angeles/7135-sunset-blvd; https://locations.wendys.com/united-states/ca/los-angeles/1305-n-vermont-ave...",https://www.instagram.com/wendys/#,https://www.facebook.com/wendys/,https://twitter.com/Wendys,,,,,,
Chick-fil-A,"2310 S La Cienega Blvd, Los Angeles, CA 90034, USA",https://www.chick-fil-a.com/locations/ca/i-10-la-cienega?utm_source=yext&utm_medium=link,,,https://www.chick-fil-a.com/menu; https://www.chick-fil-a.com/menu/salads; https://www.chick-fil-a.com/menu/treats; https://www.chick-fil-a.com/menu/beverages; https://www.chick-fil-a.com/menu/family-style-meals; https://www.chick-fil-a.com/menu/entrees; https://www.chick-fil-a.com/; https://www.chick-fil-a.com/menu/sides; https://www.chick-fil-a.com/locations/ca/i-10-la-cienega...; https://www.chick-fil-a.com/menu/kidsmeals; https://www.chick-fil-a.com/locations/ca/i-10-la-cienega...; https://www.chick-fil-a.com/menu/dipping-sauces-and-dressings; https://www.chick-fil-a.com/menu/breakfast,https://instagram.com/chickfilalacienega/,https://facebook.com/ChickfilALaCienega/,,,,,,,
Gus's Drive-In,"1657 W 3rd St, Los Angeles, CA 90026, USA",https://gussdi.com/,i@v.ona,https://gussdi.com/careers/,https://gussdi.com/catering-services/; https://gussdi.com/our-menu/; https://gussdi.com/menu/,https://instagram.com/guss_drive_in/,https://www.facebook.com/gusdrivein,https://twitter.com/gusdrivein,,,,,,i@v.ona
Wendy's,"800 S Figueroa St Suite 103, Los Angeles, CA 90017, USA","https://locations.wendys.com/united-states/ca/los-angeles/800-s-figueroa-st,-suite-103?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US",,,"https://locations.wendys.com/united-states/ca/los-angeles/800-s-figueroa-st,-...; https://locations.wendys.com/united-states/ca/bell/4148-florence-ave; https://locations.wendys.com/united-states/ca/los-angeles/800-s-figueroa-st,-...; https://locations.wendys.com/united-states/ca/los-angeles/800-s-figueroa-st,-...; https://locations.wendys.com/united-states/ca/south-gate/3297-tweedy-blvd; https://locations.wendys.com/united-states/ca/los-angeles/1305-n-vermont-ave; https://locations.wendys.com/united-states/ca/los-angeles/7135-sunset-blvd",https://www.instagram.com/wendys/#,https://www.facebook.com/wendys/,https://twitter.com/Wendys,,,,,,
Farmer Boys,"5519 Hollywood Blvd, Los Angeles, CA 90028, USA",https://www.farmerboys.com/locations/los-angeles-hollywood-blvd,,https://www.farmerboys.com/careers/; https://www.farmerboys.com/locations/los-angeles-hollywood-blvd#hiring,https://www.farmerboys.com/about-us/; https://www.farmerboys.com/; https://www.farmerboys.com/vif/; https://www.farmerboys.com/locations/los-angeles-hollywood-blvd#vif; https://www.farmerboys.com/locations/los-angeles-hollywood-blvd; https://www.farmerboys.com/menu/; https://www.farmerboys.com/locations/los-angeles-hollywood-blvd#mobilepay; https://www.farmerboys.com/locations/los-angeles-hollywood-blvd#hiring; https://www.farmerboys.com/locations/; https://www.farmerboys.com/locations/los-angeles-hollywood-blvd#onlineorder; https://www.farmerboys.com/locations/los-angeles-hollywood-blvd#content; https://www.farmerboys.com/franchising/; https://www.farmerboys.com/locations/los-angeles-hollywood-blvd...; https://www.farmerboys.com/careers/; https://www.farmerboys.com/order/,https://www.instagram.com/farmerboysfood,https://www.facebook.com/FarmerBoysFood/,https://twitter.com/FarmerBoys,,,,,,
ABC Chinese Fast Food,"100 W 7th St, Los Angeles, CA 90014, USA",http://www.abc-chinese-fast-food.com/,,,,,,,,,,,,
Jack in the Box,"2921 S Figueroa St, Los Angeles, CA 90007, USA",https://locations.jackinthebox.com/us/ca/los-angeles/2921-s-figueroa-st?utm_source=google&utm_medium=local&utm_campaign=google-local,,,,https://www.instagram.com/jackinthebox/,https://www.facebook.com/jackinthebox/,https://www.jackinthebox.com/privacy#The-Jack-Pack-Terms-Of-Use,,,,,,
Jollibee,"729 7th St, Los Angeles, CA 90017, USA",https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=3045,,,https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street/fast-food; https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street/burgers; https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street...; https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street/chicken...; https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street/filipin...; https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street/family-...; https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street...; https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street/delivery; https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street/fried-c...; https://locations.jollibeefoods.com/usa/ca/los-angeles/729-7th-street/takeout,https://www.instagram.com/jollibeeus/,https://www.facebook.com/JollibeeUS/,https://twitter.com/jollibeeusa,,,,,,
Fat Sal's Deli,"1154 Highland Ave, Los Angeles, CA 90038, USA",https://www.fatsalsdeli.com/,,,https://www.fatsalsdeli.com/encino-menus; https://www.fatsalsdeli.com/hollywood-menus; https://www.fatsalsdeli.com/venice-menus; https://www.fatsalsdeli.com/westwood-menus; https://www.fatsalsdeli.com/mastermenu/,https://www.instagram.com/fatsalsdeli/,https://www.facebook.com/FatSalsDeli/,https://twitter.com/fatsalsdeli,,,,,,
Dogs Chicks (halal),"1551 W 7th St Suite C, Los Angeles, CA 90017, USA",https://www.chownow.com/order/30179/locations/44641,,,,,,,,,,,,
Jack in the Box,"2120 W Pico Blvd, Los Angeles, CA 90006, USA",https://locations.jackinthebox.com/us/ca/los-angeles/2120-w-pico-blvd?utm_source=google&utm_medium=local&utm_campaign=google-local,,,,https://www.instagram.com/jackinthebox/,https://www.facebook.com/jackinthebox/,https://www.jackinthebox.com/privacy#The-Jack-Pack-Terms-Of-Use,,,,,,
Jack in the Box,"459 S Vermont Ave, Los Angeles, CA 90020, USA",https://locations.jackinthebox.com/us/ca/los-angeles/459-s-vermont-ave?utm_source=google&utm_medium=local&utm_campaign=google-local,,,,https://www.instagram.com/jackinthebox/,https://www.facebook.com/jackinthebox/,https://www.jackinthebox.com/privacy#The-Jack-Pack-Terms-Of-Use,,,,,,
McDonald's,"1625 Wilshire Blvd, Los Angeles, CA 90017, USA",https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/1625-W-WILSHIRE-BLVD/25706.html?cid=RF:YXT:GMB::Clicks,recruiting.supportteam@us.mcd.com,https://careers.mcdonalds.com/,https://www.mcdonalds.com/us/en-us/terms-and-conditions.html; https://www.mcdonalds.com/us/en-us/location/ca/los-angeles/1625-wilshire-blvd...; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/1625-W-WILSHIRE-BL...; https://www.mcdonalds.com/us/en-us/full-menu/mcnuggets.html; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/1625-W-WILSHIRE-BL...; https://www.mcdonalds.com/us/en-us/full-menu/burgers.html; https://www.mcdonalds.com/us/en-us/full-menu/mccrispy-strips.html; https://www.mcdonalds.com/us/en-us/full-menu/mcvalue-menu.html; https://www.mcdonalds.com/us/en-us/mcdonalds-email-signup.html; https://www.mcdonalds.com/us/en-us/full-menu.html; https://www.mcdonalds.com/us/en-us/full-menu/chicken-and-fish-sandwiches.html; https://www.mcdonalds.com/us/en-us/full-menu/breakfast.html; https://www.mcdonalds.com/us/en-us.html,https://www.instagram.com/mcdonalds/,https://www.facebook.com/McDonalds/,https://www.x.com/McDonalds,,,,,contact.privacy@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com; accessibility@us.mcd.com; recruiting.supportteam@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com,dmca@us.mcd.com
Ben's Fast Food,"615 N Western Ave, Los Angeles, CA 90004, USA",https://bensfastfood.com/hollywood?utm_source=gmb&utm_medium=organic,hello@bensfastfood.com,,https://bensfastfood.com/menu#chicken-bowls; https://bensfastfood.com/menu#pork-shoulder-bowls; https://bensfastfood.com/menu#page; https://bensfastfood.com/faqs; https://bensfastfood.com/menu; https://bensfastfood.com/hollywood?utm_source=gmb&utm_medium=organic#page; https://bensfastfood.com/hollywood?utm_source=gmb&utm_medium=organic,http://instagram.com/bensfastfood,http://facebook.com/bensfastfood,,,,,,hello@bensfastfood.com,
Lucy's Drive Thru,"1568 W Pico Blvd, Los Angeles, CA 90015, USA",,,,,,,,,,,,,
Jack in the Box,"516 N Beaudry Ave, Los Angeles, CA 90012, USA",https://locations.jackinthebox.com/us/ca/los-angeles/516-n-beaudry-ave?utm_source=google&utm_medium=local&utm_campaign=google-local,,,,https://www.instagram.com/jackinthebox/,https://www.facebook.com/jackinthebox/,https://www.jackinthebox.com/privacy#The-Jack-Pack-Terms-Of-Use,,,,,,
Carney's Restaurant,"12601 Ventura Blvd, Studio City, CA 91604, USA",http://www.carneytrain.com/,,,,,,,,,,,,
Chick-fil-A,"3758 S Figueroa St, Los Angeles, CA 90007, USA",https://www.chick-fil-a.com/locations/ca/usc-in-line?utm_source=yext&utm_medium=link,,,https://www.chick-fil-a.com/menu; https://www.chick-fil-a.com/locations/ca/usc-in-line...; https://www.chick-fil-a.com/menu/salads; https://www.chick-fil-a.com/locations/ca/usc-in-line...; https://www.chick-fil-a.com/menu/treats; https://www.chick-fil-a.com/menu/beverages; https://www.chick-fil-a.com/menu/entrees; https://www.chick-fil-a.com/menu/family-style-meals; https://www.chick-fil-a.com/; https://www.chick-fil-a.com/menu/sides; https://www.chick-fil-a.com/menu/kidsmeals; https://www.chick-fil-a.com/menu/dipping-sauces-and-dressings; https://www.chick-fil-a.com/menu/breakfast,https://www.instagram.com/cfausc,https://www.facebook.com/cfausc,https://www.twitter.com/cfausc,,,,,,
Jack in the Box,"1900 W 6th St, Los Angeles, CA 90057, USA",https://locations.jackinthebox.com/us/ca/los-angeles/1900-w-6th-st?utm_source=google&utm_medium=local&utm_campaign=google-local,,,,https://www.instagram.com/jackinthebox/,https://www.facebook.com/jackinthebox/,https://www.jackinthebox.com/privacy#The-Jack-Pack-Terms-Of-Use,,,,,,
Astro Burger,"7475 Santa Monica Blvd, Los Angeles, CA 90046, USA",https://astroburgerweho.com/,info@astroburgerweho.com,,https://astroburgerweho.com/menu; https://astroburgerweho.com/menu/#burgers; https://astroburgerweho.com/menu/#sandwiches; https://astroburgerweho.com/menu/#dinners; https://www.astroburgerweho.com/accessibility-statement,https://www.instagram.com/ASTROBURGER_WEHO/,https://www.facebook.com/astroburgerweho/,,,,,,info@astroburgerweho.com,
